Price,Close,High,Low,Open,Volume
Ticker,M&M.NS,M&M.NS,M&M.NS,M&M.NS,M&M.NS
Date,,,,,
2015-01-01,559.4360961914062,562.4886757154677,556.2930367440241,559.8656964130543,713338
2015-01-02,553.8284301757812,562.4434555470425,552.856115945314,556.3609297682802,1279856
2015-01-05,551.0244750976562,564.3880113914263,550.368757903338,551.7706722112781,1456708
2015-01-06,547.9493408203125,553.6926905771404,543.1330376471022,549.4643136896163,2579114
2015-01-07,553.6023559570312,556.8810530126553,543.8114771569519,548.107700885011,2189814
2015-01-08,559.6848754882812,563.8228282807211,556.2479075879583,556.2479075879583,1672412
2015-01-09,559.9560546875,563.483501578475,554.0770133387679,562.036375020523,1532294
2015-01-12,557.6046142578125,559.775359898709,550.3688690606308,558.1925406368255,897684
2015-01-13,564.7499389648438,570.312385004356,556.2479162125361,556.2479162125361,1478978
2015-01-14,559.390869140625,570.9454708502655,553.737943686662,563.1670675073524,2831716
2015-01-15,578.0003051757812,585.1908373244243,566.8301466687163,569.3626462066848,2859036
2015-01-16,589.9844970703125,593.715427770847,576.3948977624901,577.5028490403033,2131084
2015-01-19,602.4662475585938,603.7325251237426,586.0953951763074,590.120289718004,1362458
2015-01-20,599.3231201171875,605.5413377377205,594.8234138117042,602.9183584051387,1838290
2015-01-21,599.2327880859375,605.9936654810172,594.7104472987656,605.0891973235828,1391960
2015-01-22,601.4486083984375,604.2298586418734,594.6877319308487,599.2100720976232,1815350
2015-01-23,615.8974609375,622.1156780871282,602.0591123581049,604.1845899566044,4563196
2015-01-27,598.9613647460938,615.0383072866887,593.8285193254171,614.8800364102426,2382932
2015-01-28,595.275634765625,603.2801544634999,589.2609004992057,598.9612976927614,1659912
2015-01-29,586.4572143554688,596.9263898103782,579.9450321480781,595.3662042168099,2952528
2015-01-30,572.121337890625,588.7635745330183,569.814955065754,588.3565528099572,1628740
2015-02-02,561.3129272460938,581.098168571499,557.8759592224375,572.2118129168306,1455970
2015-02-03,542.3189697265625,564.817610355701,539.108119491715,561.7198186164773,4694416
2015-02-04,547.6328735351562,551.6804019431024,542.6809321113835,543.9924220715245,1828968
2015-02-05,533.5006103515625,549.577556636923,531.4881904443889,547.6555614789662,4854858
2015-02-06,519.9560546875,533.7265582550191,516.9034751100783,532.3246438603319,4184102
2015-02-09,503.5173645019531,513.0142788388337,500.306514028925,512.3811401755054,5283110
2015-02-10,515.6373291015625,521.3128894725111,498.3620075460483,501.5728588042477,4016676
2015-02-11,512.56201171875,521.3127283231229,507.8587672148055,516.6321176002577,2159236
2015-02-12,513.036865234375,522.0589671144935,511.7932216713098,518.6445781596115,2265072
2015-02-13,539.3118286132812,542.2287166419125,508.1302525278124,512.8334984753367,5989004
2015-02-16,547.4066772460938,555.3434068111698,532.0985658760861,542.5225826866518,4291626
2015-02-18,555.4338989257812,561.6747515806427,546.3214259843159,548.107728595603,3603180
2015-02-19,565.247314453125,569.3399992246523,552.1777401923064,559.4134845355306,2829468
2015-02-20,566.1969604492188,572.2794855863642,561.6746205095285,568.3224381391352,1295648
2015-02-23,570.3801879882812,576.3722890712106,564.410720689292,567.9381131098398,2705104
2015-02-24,569.22705078125,573.8850841845864,563.1897364684069,570.2672113134463,1833458
2015-02-25,573.0257568359375,579.4022459348058,569.8149061043154,569.8149061043154,1399182
2015-02-26,565.1116333007812,574.3145847777992,563.0087340187232,572.9805164699679,4445506
2015-02-27,579.085693359375,582.4774486894768,565.3604011644334,567.9607469175114,2313528
2015-03-02,578.0230102539062,591.8839960832448,569.1592331755619,585.6883559589344,2758186
2015-03-03,556.9940795898438,568.9104357850107,551.5220586172017,568.9104357850107,2632558
2015-03-04,547.7005615234375,570.1087772890666,545.0323700035585,567.553644264061,2727706
2015-03-05,555.6373901367188,557.8533480766816,544.4898094912312,551.2733204068196,1604900
2015-03-09,545.7560424804688,555.7051910127625,543.1330630583973,553.5344456148862,1868972
2015-03-10,555.4564819335938,562.8052853786749,547.2936351020855,547.2936351020855,1823950
2015-03-11,569.9505615234375,572.3021563623494,550.9114649831472,553.8509861339613,1966554
2015-03-12,561.2903442382812,570.3802382832321,557.7176839348233,569.9506379852962,1995764
2015-03-13,555.2303466796875,566.6492562733849,551.9516498656556,566.6492562733849,1215886
2015-03-16,551.6124267578125,557.152293310617,546.0951939869622,557.152293310617,1130904
2015-03-17,557.2654418945312,559.9788463590207,545.281238843036,554.0998033526269,5156560
2015-03-18,549.6905517578125,557.5594361846044,547.2032641932975,556.2705800329545,1164304
2015-03-19,546.0274047851562,557.0845052618449,543.133095814881,555.3434152045578,1550130
2015-03-20,526.9884033203125,544.9420744808006,522.0590407343452,544.9420744808006,3144054
2015-03-23,536.1234741210938,542.6808679420603,523.8000960782429,530.2217976004828,2470122
2015-03-24,539.0856323242188,553.2405252538612,531.0132102044189,531.375019533502,2037534
2015-03-25,547.3615112304688,549.4644107569529,539.0856606355084,539.0856606355084,1495138
2015-03-26,543.17822265625,552.6299238846716,527.6892088321501,544.6479830921135,5380628
2015-03-27,537.4801025390625,544.941963449365,530.1539339088671,544.1279201774122,1580906
2015-03-30,542.8164672851562,548.2884873923017,535.2641267103324,541.7763070513171,1381266
2015-03-31,537.16357421875,547.2031470666642,533.6361268914577,543.8113920228626,1622908
2015-04-01,543.6305541992188,546.2987462025023,532.7995705098094,537.254064973984,1379942
2015-04-06,561.9686889648438,563.0314280089696,538.5203630239758,540.7815334175862,1813774
2015-04-07,573.817138671875,580.578070551789,556.9488424535182,562.5339216904214,1322082
2015-04-08,576.236572265625,579.6057488726856,568.5033814831233,576.5983815671714,1054736
2015-04-09,576.3949584960938,578.7917659548597,570.267164739318,576.5984417467331,1213928
2015-04-10,581.9121704101562,583.3819310892571,572.5509475511626,576.1461862075298,928554
2015-04-13,564.297607421875,580.1710097849478,561.222394139373,580.1710097849478,1573142
2015-04-15,546.705810546875,563.4836844937383,544.4220062767745,562.6244286691284,3648224
2015-04-16,555.5695190429688,558.5090403077463,543.2461414329395,547.2258230731479,2282350
2015-04-17,553.7605590820312,559.8657183695832,549.0799480024443,557.1523142417824,914614
2015-04-20,537.118408203125,553.7606448461905,534.8120253781609,550.8211232524786,3364204
2015-04-21,538.362060546875,547.0902007307915,531.3750658058938,538.1585772842669,1125000
2015-04-22,548.5372924804688,552.1777988214344,532.0307489448567,540.419713015245,1662436
2015-04-23,542.1607055664062,552.1776994432022,534.9928078962392,552.1776994432022,1658818
2015-04-24,530.0634765625,544.9419866581864,528.2093281466902,541.4371730510486,4042390
2015-04-27,527.2822875976562,534.653724961163,519.5943084694348,528.2320233005078,2429722
2015-04-28,534.631103515625,539.0630195500436,520.069188324287,527.6214753251672,1349770
2015-04-29,530.3121948242188,535.7615812339445,525.043657845452,534.9928055393365,1009096
2015-04-30,517.8079223632812,530.9000743884577,514.5065921302315,529.1137721965406,3247284
2015-05-04,543.8114013671875,546.7282886732393,520.5213496662227,520.5213496662227,1616036
2015-05-05,533.2969970703125,543.5853215844949,528.412847307114,543.5853215844949,1315182
2015-05-06,526.0159912109375,536.3495271303796,523.8904582759245,533.2969476125634,2243846
2015-05-07,529.4530029296875,532.7316997234011,517.3557423459855,525.7899182424086,1957782
2015-05-08,533.7944946289062,546.5701076124884,531.3750532994354,531.8272873873498,954900
2015-05-11,540.0804443359375,547.2031297018918,534.9928119316844,534.9928119316844,707060
2015-05-12,532.3247680664062,540.0805942136327,529.1139168766592,540.0805942136327,1630000
2015-05-13,545.80126953125,555.0042211304324,532.3020945865886,537.7062692394248,2096774
2015-05-14,554.9590454101562,556.8810401916169,540.6684599582841,546.253539635305,2122604
2015-05-15,564.8629760742188,568.096405447461,555.0494638261621,556.2478951288958,1670000
2015-05-18,571.465576171875,573.6589003036277,556.9940863731237,563.0087661981181,942950
2015-05-19,567.0336303710938,577.5028592599415,562.8730993555811,571.4655459694721,1390012
2015-05-20,565.6317749023438,573.1388495807442,558.9613222300994,567.0336895078426,1165122
2015-05-21,564.817626953125,571.0358443951598,561.471139547797,567.5536647093584,1292072
2015-05-22,567.8477172851562,569.6792321339447,562.5113332126668,567.5537541007272,1502662
2015-05-25,569.7696533203125,575.8973911738814,564.7045991694238,567.8476587336885,756930
2015-05-26,571.1942749023438,575.6487695344729,566.1970662534288,569.7697265142696,705404
2015-05-27,552.99169921875,569.1364292418483,548.9893845755082,568.0058443605575,1997572
2015-05-28,541.84423828125,553.5118436536536,535.4677492143799,553.5118436536536,2378236
2015-05-29,568.9556274414062,573.31969691273,528.9555491942715,540.4196709214849,6907312
2015-06-01,568.9556274414062,574.3372234897789,560.7702024624613,568.9556274414062,1242246
2015-06-02,553.8058471679688,571.9630566467665,551.2281349758337,569.3174983012898,1425648
2015-06-03,544.8741455078125,555.569491073624,542.7260339224647,554.5519645331962,1276568
2015-06-04,540.6911010742188,550.7080978405419,533.6588936536853,545.8465810663388,1169336
2015-06-05,545.326416015625,556.5644210732362,538.203729756024,540.9849801935004,1311658
2015-06-08,545.5751342773438,552.1777399467298,537.5479804001493,546.2986976704747,1142562
2015-06-09,545.0324096679688,552.5621170153704,541.5502298541943,545.4394313200021,962068
2015-06-10,551.95166015625,556.247883647839,542.7712868240611,543.5853301989451,936760
2015-06-11,537.0731811523438,554.4389808259358,535.8973835878744,554.4389808259358,1028418
2015-06-12,539.49267578125,542.2287143113543,531.8273294663492,538.1586071980914,1206728
2015-06-15,551.8612060546875,555.4564444929716,538.6107269620429,540.4196630727466,1435222
2015-06-16,557.5819091796875,560.3179470642829,550.7531865638415,558.4863772136896,1340132
2015-06-17,566.8980712890625,569.3400912360785,553.3084146664717,558.7352238009202,2391462
2015-06-18,567.0789184570312,573.1840787084556,563.0540791955038,567.6216324908831,1893300
2015-06-19,590.4141235351562,599.074360512067,566.9205340029856,567.1014386446984,3766568
2015-06-22,593.3309936523438,598.1246628955563,586.9997178054438,592.4265256742152,1686240
2015-06-23,604.2297973632812,605.5412869195094,591.0697998534717,593.7832036783539,1157398
2015-06-24,588.967041015625,606.852920899674,584.919568095328,605.9710313241026,1481094
2015-06-25,587.8137817382812,592.7430882289482,577.7289413457711,579.198701861915,2473112
2015-06-26,589.7583618164062,595.99921324055,584.7385753427325,587.9494257751294,1320310
2015-06-29,580.7363891601562,585.6431177545261,577.27678750089,583.3819474157056,1287240
2015-06-30,579.92236328125,583.1784817901614,572.1439591623914,582.5453430352878,2502056
2015-07-01,582.4774169921875,588.8086932638416,575.7165404838388,578.8595448369565,1826964
2015-07-02,593.9866943359375,599.1195941325464,583.042654186674,584.286297622015,1513902
2015-07-03,593.625,601.426036879248,591.5221007568982,596.948909020723,1733252
2015-07-06,597.7402954101562,599.4135391449621,585.6430357905446,587.4519718084305,1210678
2015-07-07,595.9539794921875,603.2801481146909,592.8787662506445,596.0444042092673,1246580
2015-07-08,578.4751586914062,593.3762475935899,576.3722594540194,593.331035232384,2030192
2015-07-09,571.623779296875,584.1280605098633,570.2670772890501,584.1280605098633,958292
2015-07-10,565.0890502929688,575.173835968415,563.1896342577211,568.9104057378466,3604156
2015-07-13,573.2518310546875,575.2416717778074,565.7673911679232,574.3372037404209,1739946
2015-07-14,574.3145141601562,576.1460838396567,565.7447024202595,574.3371479406311,913798
2015-07-15,582.4774169921875,585.1908211086107,574.3598384256272,575.2416726817255,1395890
2015-07-16,582.8654174804688,588.7312643126891,578.4831534050577,583.3903886775804,1644288
2015-07-17,591.881103515625,594.2091763480677,580.6515331235059,586.0837402148837,2085314
2015-07-20,600.0066528320312,601.1935081422773,590.1921802237861,595.7156629655823,1363818
2015-07-21,592.7939453125,603.9322380970867,588.3204066125504,601.1476788318163,836144
2015-07-22,612.7197875976562,616.257562493452,591.1507729103855,592.5658717239995,1867150
2015-07-23,620.3202514648438,624.4742723952846,614.2261606091982,615.3445315707922,2399756
2015-07-24,606.9907836914062,622.0548557357522,604.3888299004251,622.0548557357522,719700
2015-07-27,600.7140502929688,611.6925850225161,598.5000994694925,602.106357943805,900076
2015-07-28,599.8239135742188,611.4643319883303,596.4231077387158,602.5628355540097,1242534
2015-07-29,600.5315551757812,605.7583095589064,593.4331593267357,604.3432108621382,1372156
2015-07-30,601.5357666015625,613.2903072883317,598.5457543510569,605.1420251802642,1368146
2015-07-31,622.4657592773438,630.8651325339321,603.932395327346,606.4887117819113,2508732
2015-08-03,610.7340087890625,618.0834388298549,608.0407241664452,618.0834388298549,831716
2015-08-04,622.7852783203125,625.3415945477221,610.2546758925453,612.2860766134219,1124208
2015-08-05,633.0791015625,634.494200378781,616.097804320086,623.5613570018683,1282268
2015-08-06,637.8265380859375,642.482683761087,627.0762456430691,632.9193022409393,1255418
2015-08-07,634.6539306640625,658.2771341153957,632.234527151622,636.7993973837637,4958870
2015-08-10,620.685302734375,636.7764682172669,617.1703754005642,629.9520103940671,1431622
2015-08-11,611.4871826171875,624.9078558269175,609.410144479557,622.1461429133824,1486050
2015-08-12,593.1591796875,611.4642960313057,591.1506258757305,611.2360525464117,1515180
2015-08-13,611.5099487304688,615.3444505163703,593.8895624048945,594.8481739204929,1535240
2015-08-14,629.1075439453125,630.7737325704933,613.9749893820133,615.3444503248727,1466162
2015-08-17,616.7367553710938,629.9063935727573,614.066261964688,629.9063935727573,790168
2015-08-18,623.0819702148438,626.1861044123999,616.7596357819186,618.1290969178671,844484
2015-08-19,623.4015502929688,632.097595151814,615.6640613698512,624.017796665089,1065202
2015-08-20,609.2960205078125,627.7608972853055,606.0549739671013,625.3871871853929,1406780
2015-08-21,603.5899658203125,607.0364651314184,587.9552852914067,603.9323310873689,1548770
2015-08-24,567.5275268554688,592.5201929285329,559.1966381644474,586.5402236977634,2079760
2015-08-25,571.0424194335938,581.5416209681307,559.6530904931428,570.6087790509205,2133382
2015-08-26,554.860107421875,576.0867590015683,550.1126301174103,572.9598333006629,2001506
2015-08-27,561.5702514648438,569.2392548947697,554.6316717699641,569.1022865135717,4865668
2015-08-28,563.2821044921875,569.2621286980784,556.4576462148061,564.491806172139,3995432
2015-08-31,557.3250122070312,566.9568771557148,553.1252982013996,561.9355199506319,3746160
2015-09-01,537.3765258789062,556.1609788832137,533.6333544077112,551.2081056007795,3174664
2015-09-02,517.9073486328125,542.2609189613119,513.7761189894724,540.9370955153486,4493220
2015-09-03,520.6918334960938,528.611870672786,498.55221715099003,522.198206947329,2712720
2015-09-04,506.9745788574219,521.0800418579396,502.59231369740826,519.4823369551776,2989644
2015-09-07,507.1114196777344,512.3610201801467,498.8261694792249,507.1570572330532,1389426
2015-09-08,523.0885620117188,530.620598916602,503.505254914318,507.1571515954736,2745142
2015-09-09,534.3637084960938,540.4350083108905,525.5078489308958,531.8530298201802,3132170
2015-09-10,534.1355590820312,540.2753441780121,524.0928426090903,532.2639730658699,1425516
2015-09-11,532.4920654296875,545.4563068857507,529.547746680067,539.9784630922177,1622658
2015-09-14,535.3450927734375,538.563348193561,526.352321775578,534.3636346456085,1439596
2015-09-15,525.8273315429688,534.8885864021792,522.7231979776676,532.3094239767679,1468462
2015-09-16,533.1539306640625,534.0897512355446,525.4393455027989,529.0683945999967,1953384
2015-09-18,547.4420776367188,554.5861108910858,533.9757100817609,536.3951136607017,5269170
2015-09-21,541.0740966796875,546.8486130061635,537.3080786979784,539.5676671975982,2274848
2015-09-22,542.03271484375,548.8800203477804,538.0840908583895,546.4149792216265,4025672
2015-09-23,551.5504760742188,557.5989294638181,535.4821542644634,536.3722817191865,3068924
2015-09-24,557.37060546875,562.8484492571407,546.6431613831517,550.0668137508958,4290468
2015-09-28,557.64453125,565.952628429674,553.6502698338625,559.1737516189044,1689472
2015-09-29,570.4718017578125,583.8925311764914,548.514787427064,550.5233414427017,6506062
2015-09-30,576.908203125,579.2134286822105,568.600107583597,571.1107856929465,5297210
2015-10-01,570.6316528320312,583.3904434490415,567.4818810771571,582.9339564040893,2110700
2015-10-05,580.0579833984375,584.303334603318,573.1194035894265,573.1194035894265,2226118
2015-10-06,577.1137084960938,588.8682491279105,574.8312734219546,582.9339179351487,2787718
2015-10-07,587.8867797851562,592.9537744092326,575.1736278072926,575.6529614532033,1427976
2015-10-08,580.9483032226562,591.0366567146727,578.4604151609358,590.8996882989738,9205452
2015-10-09,581.267822265625,587.7727632685678,578.1180502142327,584.3034725450359,1427498
2015-10-12,581.9754028320312,585.4446935751798,575.1737340387731,579.8070891521231,1496340
2015-10-13,585.6500854492188,588.8683416990757,579.7385999673071,580.6972117044386,2852984
2015-10-14,588.0009155273438,588.8682520044559,581.1079727144748,585.649996244794,567184
2015-10-15,581.9525146484375,594.0722683257004,578.5060707952296,589.7812788365205,2148492
2015-10-16,588.3432006835938,591.1277599638084,578.9395805572681,583.3903283675842,1478824
2015-10-19,584.8740234375,593.3875179282397,582.4546198218741,588.8682850609756,1646242
2015-10-20,570.9054565429688,586.1292862842321,569.2621145485558,585.2163123180572,3016880
2015-10-21,573.6444091796875,576.9083024283568,562.3919932989311,569.6729387799144,1502156
2015-10-23,569.07958984375,584.2805751163165,566.2265457921966,578.1864841669018,1629182
2015-10-26,568.46337890625,575.1280790813934,564.5147545480747,570.6088458773407,1165248
2015-10-27,570.6316528320312,575.3334359609302,562.9854948290802,566.9569098307587,1624822
2015-10-28,560.0639038085938,572.069478310799,557.0054075161879,566.9568462699108,3883340
2015-10-29,560.4747924804688,564.6744508277775,554.1752492359918,560.5660675962092,2387748
2015-10-30,540.298095703125,560.041161875116,535.596312222289,558.055454225643,1933272
2015-11-02,551.8243408203125,564.446218476024,547.807288348567,547.807288348567,2576854
2015-11-03,562.8256225585938,563.9896866942711,552.5775117308095,553.2166046734654,1311030
2015-11-04,572.5716552734375,574.9453653379497,562.8256134338396,562.8256134338396,908280
2015-11-05,575.0595092773438,579.6243793648797,568.600206958778,571.0652479507497,1734508
2015-11-06,570.4033203125,579.2819696621265,553.7186991333012,572.8911520299201,2328754
2015-11-09,570.1979370117188,577.4560919204814,554.4263435874458,557.3706626362907,1149942
2015-11-10,575.69873046875,578.8256560305192,563.9898249414089,569.2850642777404,1205674
2015-11-13,571.2479248046875,574.9454588898429,567.2764539014681,568.5090024121992,3279020
2015-11-16,583.3448486328125,588.2520847256188,565.2222781861971,570.6088480007321,4053098
2015-11-17,588.3204956054688,592.5201539139124,579.5102738010106,583.8469005053113,3017600
2015-11-18,583.52734375,595.2590371466927,581.7013957832924,586.5857843048313,1383404
2015-11-19,589.826904296875,592.497342386235,582.0894711132264,586.6314949569702,921622
2015-11-20,600.3945922851562,604.845341020971,589.4617497312028,589.8269059369544,3969672
2015-11-23,604.1605834960938,609.0906657037146,596.7198226264188,600.3945655030127,1826316
2015-11-24,602.3574829101562,605.2789553242384,598.8197084265742,604.160584389802,2482202
2015-11-26,614.545654296875,618.0605820821852,601.1934088831824,604.8224584241652,1818860
2015-11-27,616.8052978515625,626.3002510608427,615.9836545714538,618.996458045556,3275350
2015-11-30,623.3331298828125,625.2960466859499,617.0335856656241,617.6270411801138,4884086
2015-12-01,624.8851318359375,630.6368575023304,619.2246812898379,625.3872564445838,2366346
2015-12-02,625.5926513671875,628.5598171731401,622.42008867946,627.669689720761,2032040
2015-12-03,614.2944946289062,624.8165416006061,611.9664222213424,624.702419857848,1129668
2015-12-04,600.4173583984375,613.1533008016432,599.0250507937957,609.6840108329652,1567306
2015-12-07,604.251953125,607.7669372357709,596.9481595111671,601.8782424899135,1126844
2015-12-08,599.9380493164062,608.428696507093,594.3917210332643,602.5628496082604,1853618
2015-12-09,598.9566650390625,606.580032435729,596.2405892998949,599.3675145410297,2248652
2015-12-10,589.187744140625,602.4487136794227,586.1293035532326,599.8239134493361,1494658
2015-12-11,576.0409545898438,591.5615125398674,567.8698261714527,587.0422801097172,1292080
2015-12-14,586.4945678710938,591.7441688005687,560.7943253791277,561.9811805315233,2761612
2015-12-15,588.4345703125,595.4644253027985,583.4588510312234,591.1506455838872,1552806
2015-12-16,556.0239868164062,573.0052801383528,551.6645138794656,573.0052801383528,6682490
2015-12-17,569.4903564453125,572.5716435725237,545.7301867527468,554.6316828980238,4996832
2015-12-18,567.55029296875,574.4660262398519,563.7842753277104,568.3491451956372,2740974
2015-12-21,583.7783813476562,586.1293005123259,566.0438727689129,566.0438727689129,1876456
2015-12-22,573.598876953125,582.8655314738671,572.0468096977552,582.8655314738671,1222278
2015-12-23,571.4533081054688,579.82983441193,569.353478799199,575.4019322721109,1002636
2015-12-24,574.1464233398438,580.194875026787,571.6357452811126,571.6357452811126,693062
2015-12-28,570.3348999023438,577.9582109267309,568.3263458486177,575.1736512202879,1232286
2015-12-29,577.2733764648438,579.6927795500152,570.6086782476124,570.6086782476124,862010
2015-12-30,576.5431518554688,581.9753589677733,574.7400502732771,577.4789726098827,940950
