Price,Close,High,Low,Open,Volume
Ticker,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS
Date,,,,,
2015-01-01,586.8890991210938,592.8662929402005,585.1145867510203,585.1145867510203,596787
2015-01-02,588.5234985351562,595.4346342457919,587.7762994284595,591.1852100920753,688999
2015-01-05,591.1851196289062,595.8548283147586,584.647527468713,584.647527468713,1282895
2015-01-06,573.7672119140625,590.2513100677462,570.1715582220871,589.3173681214365,1615490
2015-01-07,571.5258178710938,576.989355765669,564.5679385756641,573.7672444674315,813936
2015-01-08,577.3629150390625,580.4449120208155,571.5724636472069,574.374289449399,1273014
2015-01-09,590.578125,599.123716003074,579.9779074636149,582.7797331035357,2151608
2015-01-12,589.0839233398438,594.9210609076187,584.601013088452,589.2240374427889,1094136
2015-01-13,594.3607788085938,602.6728293465004,586.7024421419691,589.3174686370037,1261489
2015-01-14,589.6909790039062,599.4506269272723,587.4961811860351,596.6021153370887,1033679
2015-01-15,595.9015502929688,597.722748192023,590.8115561147395,596.6954350198813,1229115
2015-01-16,604.5872192382812,607.062187882501,596.788827779874,599.3104821148123,1245788
2015-01-19,614.3470458984375,617.8493284537303,606.128367569343,608.9301936135773,1536486
2015-01-20,618.0826416015625,622.4254935604154,613.9265893942277,618.2227556660213,1537603
2015-01-21,600.9449462890625,619.9973274600356,598.6567771597903,619.2034996208127,1541897
2015-01-22,611.5451049804688,613.7865881961307,598.9835758410728,600.9915735969068,1642285
2015-01-23,632.8858032226562,641.1511669139658,611.3583950601271,616.3083331385734,2255956
2015-01-27,660.3436889648438,663.0988293041612,637.882394950341,641.6181630027588,2067849
2015-01-28,657.074951171875,660.2970628083043,646.8015881013074,660.2036913998927,1379608
2015-01-29,651.3777465820312,664.8732175473466,641.1510720510621,653.7126011779928,2245977
2015-01-30,649.7901000976562,656.3743793268053,645.5406757017723,652.8254113809008,1061983
2015-02-02,649.5567016601562,659.8300643032356,645.5874479116937,651.8915568063106,878717
2015-02-03,632.65234375,653.5259249835249,627.6557197678692,649.2298145159273,772717
2015-02-04,633.212646484375,642.5520660490413,622.5656853793381,635.4541299812122,1326140
2015-02-05,618.6431274414062,631.8583709125267,613.8333039322156,631.8583709125267,913021
2015-02-06,611.7786865234375,637.6022052374359,602.9996660570893,627.6090145866618,1572398
2015-02-09,588.0565795898438,612.6659275046029,584.8811541154842,607.0622757286462,1213162
2015-02-10,597.8629760742188,600.3378880976163,582.2661337438443,588.3834422587325,1834808
2015-02-11,594.4072875976562,598.4699117465456,589.3639789271241,597.8628837605553,1671824
