Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,
2015-01-01,279.88055419921875,280.77189354380226,276.9391452427004,278.4989890957215,6138488
2015-01-02,280.9947204589844,283.7132945027229,280.1925205117761,280.1925205117761,9935094
2015-01-05,278.766357421875,282.3762705942138,278.1869923351623,281.88604487503744,9136716
2015-01-06,267.3126525878906,277.2956637016277,266.2430617409654,276.31518502414184,15329257
2015-01-07,267.5354919433594,269.6747008749393,263.07879533526904,267.40179648542016,15046745
2015-01-08,271.7247619628906,273.19546621017935,269.4964139513883,271.858457403278,8939749
2015-01-09,270.25408935546875,274.39881170180155,269.1844713041171,273.3737769368078,11953948
2015-01-12,273.73028564453125,274.35420679071115,268.38225021234183,271.1008240097655,8536142
2015-01-13,271.9476013183594,276.9836624683909,271.10081817920184,274.6661750573147,9484804
2015-01-14,271.5910949707031,273.64116447541716,269.4073028100809,270.9671465815206,8855660
2015-01-15,285.4959716796875,288.52654711153815,279.8805448764672,285.13944139403367,30729523
2015-01-16,281.1729736328125,285.4959471778241,279.07832098227755,285.2285562869111,21598514
2015-01-19,279.1229553222656,283.40140118704096,278.54359009517214,282.1535041421966,9975658
2015-01-20,283.57965087890625,285.05035558452886,279.88059746733353,279.88059746733353,13104643
2015-01-21,290.7548828125,292.002752359029,284.3372291424711,285.13942905084565,22617660
2015-01-22,289.373291015625,292.00275276499775,286.83296863431025,291.3788043901078,12232626
2015-01-23,291.86907958984375,296.4148884910727,289.37331310131685,292.5821401856982,17127278
2015-01-27,294.1864929199219,296.0583106855726,287.54603218185747,293.60712787856926,13734088
2015-01-28,298.2421569824219,299.490026653173,292.5375904864747,294.4985207686497,19428852
2015-01-29,291.46795654296875,297.3508014731303,289.7744172816464,296.63771369890384,14911660
2015-01-30,275.3792724609375,294.5876224382571,273.6411500409831,292.9832226671571,30252827
2015-02-02,274.08685302734375,278.0087407685695,271.947644004995,275.8695317462208,17639807
2015-02-03,267.6691589355469,278.0978387700288,266.55498490201313,278.0978387700288,23743882
2015-02-04,261.2069396972656,270.0312194715149,260.1819050653467,269.8083846732058,21477507
2015-02-05,259.20147705078125,265.4408526199687,257.7753558247534,261.2961300035979,15722348
2015-02-06,258.75579833984375,262.8114086392355,254.65565915578046,259.3797467556018,15985714
2015-02-09,249.12933349609375,260.984135264854,247.79232455067643,258.04272646554256,17088719
2015-02-10,256.081787109375,259.2014748676936,245.74227230016243,247.3466722666903,22589681
2015-02-11,254.87852478027344,261.60812669890424,252.87301103215577,259.2014993205546,17366588
2015-02-12,253.40774536132812,257.59705084037665,248.05970970374244,257.507911472447,20957180
2015-02-13,273.5965576171875,274.4878967497387,254.34362691377984,256.70567017473815,70540056
2015-02-16,273.3737487792969,279.1228704089803,271.59107034500477,276.8499662858636,21372131
2015-02-18,272.482421875,274.4433519204227,269.1844557419265,273.4628732969536,13472484
2015-02-19,269.4964294433594,273.9085424388554,264.54948025254123,272.8389516527573,17762135
2015-02-20,269.45184326171875,273.195478976588,264.77231221888974,269.0953130035205,15792502
2015-02-23,264.32666015625,271.5019578861863,262.41028608979485,270.2540882988329,12440505
2015-02-24,264.0592956542969,266.51047898948445,260.3602426069541,264.6386608204918,15046698
2015-02-25,263.435302734375,267.98113831995425,262.9450770306865,266.51043400737376,12845169
2015-02-26,257.95361328125,264.7277980660038,256.7502996679188,264.7277980660038,18707345
2015-02-27,267.3126525878906,268.2931312653765,258.5775382645084,259.6025730267139,18316053
2015-03-02,269.1844482421875,272.66066580898564,264.46036119006624,272.66066580898564,15085595
2015-03-03,269.71929931640625,272.2150386765557,267.1344205787831,270.5214993106315,14387971
2015-03-04,261.9200744628906,280.7718963488681,260.2710912186333,279.8805569953796,38674148
2015-03-05,261.87548828125,264.05928055377876,258.26557482010935,262.7222715383166,16803823
2015-03-09,259.0677795410156,262.0537718372884,257.3296841099447,260.27109311730686,13199803
2015-03-10,256.3492126464844,261.3852747330057,254.12086418328738,259.1569262698087,14064427
2015-03-11,254.16542053222656,259.2906220028282,252.91755083186223,257.1959690049741,16329314
2015-03-12,255.68064880371094,257.99813610821036,255.012144419808,256.83937885520413,9969794
2015-03-13,250.24351501464844,259.42429916396446,249.5750105221783,258.48840375511327,13414248
2015-03-16,251.04571533203125,253.00667272674843,249.5750108867521,250.91201987364542,15132928
